Protein_A,Protein_B,label
A6NDE4,P10155,0
P52597,Q92945,0
O15042,Q92945,0
P55795,Q16587,0
P10155,P84103,1
P79522,Q96J87,0
P26651,Q16600,0
Q15397,Q9BYG3,1
Q8N5P1,Q9NXG2,1
Q92945,Q9H0L4,0
Q86U06,Q9BZC1,0
Q15365,Q92945,0
P26651,Q92945,0
P60484,Q969L4,0
Q08170,Q13243,1
Q13243,Q7Z2W4,1
Q5SZQ8,Q9GZT3,0
Q13243,Q16600,0
Q08170,Q9NQZ3,0
P52597,Q96QC0,0
Q07955,Q15397,1
O60812,Q96K80,1
O95104,Q969L4,0
Q13243,Q9BYG3,1
Q86TM3,Q9Y4F3,0
Q7Z2W4,Q9H9Z2,1
P79522,Q8N5P1,1
P08621,Q8WXF0,1
Q7Z2W4,Q9BYG3,1
Q96K80,Q9BYG3,1
P79522,Q8IWZ8,0
Q460N5,Q9BRA0,0
P09651,Q460N5,0
Q8WXF0,Q9H9Z2,1
Q16629,Q9Y4F3,0
Q13243,Q9H9Z2,1
Q15397,Q9BWF3,1
Q15397,Q96K80,1
Q01130,Q9UPS6,0
P10155,P84103,1
Q13247,Q9UPT8,0
Q96J87,Q9NQS3,0
Q07955,Q13243,1
P48200,Q9H9Z2,1
Q7Z2W4,Q9H9Z2,1
Q8WXF0,Q9H9Z2,1
Q13243,Q9BX46,0
Q05519,Q9UPS6,0
Q16587,Q96QC0,0
Q9H0J9,Q9Y4F3,0
P41214,Q15397,0
Q13243,Q96K80,1
Q86TM3,Q9NQS3,0
O95319,Q8IWZ8,0
P47974,Q9NWB1,0
P84103,P98179,0
P0DJD3,P41214,0
Q15397,Q96K80,1
Q8N5P1,Q9Y2T7,1
P79522,Q8N5P1,1
P57052,Q92945,0
P08621,Q8WXF0,1
P0DJD3,Q05519,0
Q8WXF0,Q9H9Z2,1
Q16600,Q96J87,0
P47974,Q9NR90,0
P08621,P09012,1
Q13243,Q9BYG3,1
Q9GZT3,Q9UPT8,0
Q08170,Q8WXF0,1
P48200,Q86V81,1
Q15397,Q9BWF3,1
Q14493,Q9Y4F3,0
Q08170,Q96K80,1
Q07955,Q9BYG3,1
P10155,P84103,1
O95758,Q8WU68,0
Q13243,Q9BYG3,1
Q14151,Q5SZQ8,0
Q13243,Q9H9Z2,1
Q8WU68,Q8WVV9,0
Q9H9Z2,Q9NXG2,1
P47974,Q9GZT3,0
Q13117,Q9NXG2,0
Q9H9Z2,Q9NXG2,1
Q9BYG3,Q9Y2T7,1
Q9BX46,Q9UPT8,0
P0DJD3,P26368,0
O15504,Q9NWB1,0
Q08170,Q86U42,0
P84103,Q08170,1
Q6ZN04,Q9NXG2,0
P84103,Q13243,0
P60484,Q8IWZ8,0
Q9BRA0,Q9NXG2,0
O75152,Q14151,1
Q8WXF0,Q9BTD8,0
O95319,P98179,0
Q05519,Q8WXF0,1
Q9BWF3,Q9UPS6,0
P09651,Q9UPT8,0
Q07955,Q9BYG3,1
O14979,Q9H0L4,0
P79522,Q8N5P1,1
Q7Z2W4,Q8WVV9,0
Q96PK6,Q9UPN6,0
P09012,P63162,1
Q01130,Q8WXA9,0
P10155,P84103,1
Q8WXF0,Q96J87,0
P57052,Q96J87,0
Q8N5P1,Q9H9Z2,1
Q13243,Q96K80,1
Q53GL7,Q86U42,0
Q08170,Q8WXF0,1
P09012,P60484,0
Q13243,Q15397,1
Q15397,Q96K80,1
O95319,Q9H0L4,0
P09012,Q96PK6,0
Q15397,Q9BYG3,1
Q07955,Q9BYG3,1
P98179,Q9NXG2,0
Q8N5P1,Q9NXG2,1
Q8IX01,Q9NR90,0
Q6ZN04,Q96QC0,0
O60812,Q969L4,0
Q07955,Q15397,1
Q15365,Q16600,0
Q07955,Q9BYG3,1
P08621,P09012,1
O15047,Q14151,0
Q08170,Q8WXF0,1
Q8N5P1,Q9Y2T7,1
Q05519,Q08170,1
P09012,P63162,1
P41214,Q9UPN6,0
Q13243,Q9H9Z2,1
Q8N5P1,Q9H9Z2,1
O60812,O95758,0
P47974,Q96J87,0
P09651,Q9BTD8,0
P79522,Q8N5P1,1
Q13243,Q9UPN6,0
P48200,Q13064,0
Q86SG3,Q9NWB1,0
P26651,Q13247,0
O60812,Q9Y4F3,0
Q7Z2W4,Q96K80,1
P84103,Q15397,1
O95758,Q9UNW9,0
Q15397,Q7Z2W4,1
Q05519,Q08170,1
Q8N6W0,Q9NQS3,0
Q01130,Q13247,0
Q16587,Q9BWF3,0
Q8N6W0,Q8WXF0,0
Q96PK6,Q9GZT3,0
Q86TM3,Q9NWB1,0
P79522,Q7Z2W4,1
P98179,Q92945,0
Q07955,Q9BYG3,1
Q8WXA9,Q9H361,0
Q15397,Q9H9Z2,1
Q8N5P1,Q9H9Z2,1
P79522,Q7Z2W4,1
O15541,P52597,0
Q08170,Q96K80,1
Q86SG3,Q8WXF0,0
Q15397,Q9H9Z2,1
Q8WU68,Q96QC0,0
Q6ZN04,Q9H9Z2,0
Q8N5P1,Q9NXG2,1
Q13243,Q15397,1
Q12872,Q4VXU2,0
O60812,P55795,0
Q13117,Q96PK6,0
O75152,P84103,1
Q05519,Q08170,1
Q96J87,Q9BRL6,0
Q08170,Q13243,1
Q7Z2W4,Q9BYG3,1
P60484,Q86U06,0
P08621,Q8WXF0,1
P0DJD3,Q12872,0
O15047,Q96QC0,0
P0DJD3,Q99973,0
P84103,Q05519,0
A6NDE4,Q8IX01,0
Q8IWZ8,Q8WXF0,0
P48200,Q9H9Z2,1
Q9GZT3,Q9H9Z2,0
Q12872,Q13117,0
Q86V81,Q9GZT3,0
Q8N5P1,Q9Y2T7,1
Q05519,Q13242,1
P79522,Q8N5P1,1
O15504,Q86U06,0
P21399,Q9NWB1,0
Q7Z2W4,Q96K80,1
Q01130,Q9H9Z2,0
Q86TM3,Q8N2M8,0
P48200,Q86V81,1
O75152,P84103,1
Q08170,Q13243,1
P09012,P63162,1
Q08170,Q8WXF0,1
P48200,Q86V81,1
Q96J87,Q96PK6,0
Q9H9Z2,Q9NXG2,1
P79522,Q8N5P1,1
Q15397,Q96K80,1
Q6ZN04,Q92879,0
Q96J87,Q9GZT3,0
P09651,Q8N2M8,0
Q13243,Q15397,1
Q13243,Q96K80,1
P08621,Q8WXF0,1
Q8WVV9,Q96K80,0
P79522,Q8N5P1,1
Q96J87,Q9UNW9,0
Q8N5P1,Q9Y2T7,1
Q9H9Z2,Q9NXG2,1
O43251,P26651,0
P04406,Q9NQZ3,0
Q13064,Q15397,0
P84103,Q8WXF0,1
Q13243,Q9H9Z2,1
Q14493,Q9BTD8,0
Q9BYG3,Q9Y2T7,1
P10155,P84103,1
Q13243,Q9BYG3,1
P08621,P09012,1
Q13247,Q86V81,0
P48200,Q9H9Z2,1
O60812,Q13242,0
P48200,Q86V81,1
P09012,P63162,1
Q8N5P1,Q9H9Z2,1
O95319,Q07955,0
P98179,Q9H0L4,0
O15042,O15504,0
Q15397,Q9BYG3,1
Q15397,Q7Z2W4,1
Q460N5,Q9UPS6,0
Q15397,Q7Z2W4,1
Q8WXA9,Q969L4,0
Q7Z2W4,Q8IWZ8,0
Q05519,Q8WXF0,1
Q8N5P1,Q9Y2T7,1
P48200,Q9UPT8,0
P10155,P63162,0
O95758,Q5SZQ8,0
Q08170,Q96K80,1
P84103,Q8WXF0,1
P10155,Q01130,0
Q07955,Q460N5,0
O15541,Q13064,0
P08621,P09012,1
Q07955,Q13243,1
P47974,Q15365,0
Q7Z2W4,Q9H9Z2,1
P84103,Q08170,1
O75152,Q9Y2T7,0
Q05519,Q8WXF0,1
Q05519,Q08170,1
P60484,Q7Z2W4,0
Q15397,Q9BYG3,1
O15541,Q9UPS6,0
P84103,Q08170,1
Q15365,Q7Z2W4,0
O15047,Q99973,0
Q9BWF3,Q9H0J9,0
Q9BYG3,Q9H9Z2,1
O95319,Q8NDT2,0
A6NDE4,Q96QC0,0
Q96K80,Q9BYG3,1
Q8N5P1,Q9NXG2,1
Q8WVV9,Q9H9Z2,0
P21399,Q13117,0
Q05519,Q969L4,0
Q9H361,Q9UPS6,0
P79522,Q7Z2W4,1
P79522,Q7Z2W4,1
Q7Z2W4,Q9H9Z2,1
Q13243,Q8NDT2,0
P79522,Q8N5P1,1
P60484,Q96K80,0
Q07955,Q8N5P1,1
Q15365,Q9UPS6,0
Q8N5P1,Q9H9Z2,1
Q9BYG3,Q9Y2T7,1
O95758,Q08170,0
Q13243,Q9H9Z2,1
Q07955,Q8N6W0,0
P84103,Q08170,1
P08621,P63162,1
Q8WXF0,Q9H9Z2,1
Q08170,Q13243,1
Q08170,Q96K80,1
Q13243,Q7Z2W4,1
Q8WVV9,Q969L4,0
Q13243,Q96K80,1
P84103,Q08170,1
Q8WXF0,Q96K80,0
O75494,P41214,0
O15541,Q86TM3,0
P48200,Q9H9Z2,1
P48200,Q9H9Z2,1
O60812,O75152,1
Q13243,Q9BYG3,1
Q08170,Q8WXF0,1
Q96QC0,Q9BTD8,0
P04406,P52597,0
Q05519,Q08170,1
O95104,Q9UNW9,0
Q08170,Q99973,0
Q9NWB1,Q9Y2T7,0
P60484,Q9H0J9,0
Q08170,Q15397,0
P57052,Q8N6W0,0
P08621,P63162,1
Q9BYG3,Q9H9Z2,1
Q13117,Q14151,0
P57052,Q8IX01,0
Q9H9Z2,Q9NXG2,1
O95104,Q8IX01,0
Q15397,Q9BYG3,1
Q01130,Q7Z2W4,0
Q4VXU2,Q8WVV9,0
P09651,Q9NQZ3,0
P48200,Q86V81,1
Q05519,Q08170,1
O95218,P63162,0
Q13243,Q7Z2W4,1
Q8N5P1,Q9Y2T7,1
P08621,P63162,1
Q8NDT2,Q96J87,0
Q07955,Q7Z2W4,1
P08621,Q8WXF0,1
Q16600,Q9UPN6,0
O60812,Q96K80,1
Q96K80,Q9BYG3,1
Q9BYG3,Q9H9Z2,1
Q8WXF0,Q9BWF3,0
P79522,Q7Z2W4,1
Q07955,Q13243,1
P48200,Q86V81,1
P0DJD3,Q9H9Z2,0
Q969L4,Q9NWB1,0
Q9BYG3,Q9Y2T7,1
O43251,O95218,0
Q13117,Q8WXF0,0
Q8IX01,Q96J87,0
Q08170,Q13243,1
O15541,Q14151,0
Q9BYG3,Q9Y2T7,1
Q8N5P1,Q9Y2T7,1
P0DJD3,Q14151,0
Q15397,Q9H9Z2,1
Q13243,Q7Z2W4,1
P52597,Q12872,0
Q15397,Q9H9Z2,1
P52597,P79522,0
P79522,Q7Z2W4,1
Q07955,Q9H0J9,0
P84103,Q08170,1
O75152,P84103,1
O60812,Q7Z2T5,0
O15047,Q86V81,0
Q07955,Q13243,1
Q15397,Q7Z2W4,1
P08621,Q53GL7,0
P08621,P63162,1
O60812,O75152,1
P09012,P63162,1
Q08170,Q96K80,1
Q15397,Q9H9Z2,1
Q9H9Z2,Q9NXG2,1
Q8N6W0,Q8WXA9,0
O75152,Q14151,1
P55795,Q01130,0
O75494,Q86U42,0
Q86U42,Q9NQZ3,0
P21399,Q5SZQ8,0
O43251,P08621,0
P10155,P84103,1
Q13243,Q9BYG3,1
Q15397,Q7Z2W4,1
P08621,Q8WXF0,1
Q8WXF0,Q9H9Z2,1
P84103,Q08170,1
O75152,P84103,1
P48200,Q86V81,1
P09012,P63162,1
O75152,Q14151,1
P84103,Q8WXF0,1
Q16629,Q9NR90,0
Q12872,Q969L4,0
Q07955,Q8N5P1,1
O15047,Q8WXA9,0
O15047,P52597,0
P47974,Q8WU68,0
O14979,Q53GL7,0
P63162,Q99973,0
Q13243,Q9H9Z2,1
O15047,Q16587,0
Q01130,Q53GL7,0
Q08170,Q8WXF0,1
Q05519,Q13242,1
Q07955,Q8N5P1,1
Q08170,Q96K80,1
Q15397,Q7Z2W4,1
Q05519,Q08170,1
O75152,P84103,1
Q9BYG3,Q9Y2T7,1
Q15365,Q9Y4F3,0
Q07955,Q13243,1
Q8WXF0,Q9H9Z2,1
P84103,Q8WXF0,1
O15541,Q8NDT2,0
O95218,Q99973,0
P52597,Q460N5,0
P08621,Q9UPN6,0
Q4VXU2,Q7Z2T5,0
P08621,P09012,1
Q15397,Q9BYG3,1
P84103,Q15397,1
Q08170,Q9Y2T7,1
P41214,Q86TM3,0
O60812,Q96K80,1
P41214,P60484,0
P84103,Q08170,1
O75152,P84103,1
Q460N5,Q9Y4F3,0
Q8IX01,Q9BYG3,0
O95104,P26651,0
Q16629,Q9NQS3,0
Q14151,Q9UPS6,0
P57052,Q9UPT8,0
A6NDE4,Q7Z2W4,0
O15541,Q07955,0
P79522,Q7Z2W4,1
A6NDE4,O15541,0
Q07955,Q15397,1
Q9GZT3,Q9H0J9,0
P79522,Q05519,0
Q13243,Q9H9Z2,1
Q8WXF0,Q9H9Z2,1
Q08170,Q13243,1
Q07955,Q9Y2T7,0
Q13243,Q7Z2W4,1
Q7Z2W4,Q9H9Z2,1
P09012,P63162,1
P57052,Q96PK6,0
Q16587,Q8N5P1,0
P08621,P09012,1
Q9BYG3,Q9Y2T7,1
Q07955,Q13243,1
Q8IX01,Q8N6W0,0
Q07955,Q7Z2W4,1
Q07955,Q14151,0
Q05519,Q08170,1
Q13243,Q7Z2W4,1
Q15397,Q9H9Z2,1
Q9NQS3,Q9UNW9,0
Q9BYG3,Q9Y2T7,1
Q86TM3,Q9BX46,0
O43251,P48200,0
Q8WXF0,Q9H9Z2,1
Q8N5P1,Q99973,0
Q14493,Q8WVV9,0
P79522,Q8N5P1,1
Q13243,Q15397,1
P09012,Q7Z2W4,0
P08621,P09012,1
O75152,Q14151,1
Q13243,Q9BYG3,1
Q7Z2W4,Q8WXA9,0
O75152,P60484,0
Q8N2M8,Q9BRL6,0
O75152,Q99973,0
Q96K80,Q9BYG3,1
Q15397,Q7Z2W4,1
Q13243,Q8WU68,0
Q16587,Q9H0J9,0
O95104,Q96K80,0
Q8N6W0,Q9UNW9,0
Q08170,Q96K80,1
Q05519,Q08170,1
O14979,Q15397,0
Q15397,Q7Z2W4,1
P79522,Q8N5P1,1
Q13242,Q460N5,0
O15541,Q16629,0
P79522,Q8WU68,0
Q12872,Q8N2M8,0
P26651,Q4VXU2,0
Q08170,Q8WXF0,1
Q05519,Q08170,1
Q14493,Q9GZT3,0
P08621,P63162,1
Q07955,Q13243,1
Q05519,Q13242,1
Q01130,Q9UNW9,0
Q16600,Q5SZQ8,0
Q07955,Q13243,1
Q08170,Q9Y2T7,1
P09012,Q6ZN04,0
O95758,Q9UPN6,0
O15042,O60812,0
P48200,Q9H9Z2,1
Q8N5P1,Q9NXG2,1
Q8N2M8,Q9H361,0
Q460N5,Q9UPT8,0
Q13243,Q96K80,1
Q969L4,Q96PK6,0
P84103,Q08170,1
O60812,O75152,1
O60812,Q96K80,1
P84103,Q15397,1
O95758,Q8WVV9,0
P08621,Q15397,0
P57052,Q12872,0
Q6ZN04,Q9BWF3,0
Q05519,Q13242,1
O75494,Q92879,0
Q16600,Q8IWZ8,0
Q15397,Q9BYG3,1
P84103,Q86V81,0
P41214,Q14151,0
Q86SG3,Q86TM3,0
O60812,Q86SG3,0
P08621,P09012,1
O75152,Q9BX46,0
Q8WXF0,Q9H9Z2,1
Q9BYG3,Q9H9Z2,1
P47974,Q14151,0
O75152,P48200,0
P79522,Q7Z2W4,1
Q15397,Q9H9Z2,1
Q8WVV9,Q8WXA9,0
Q8NDT2,Q9H0J9,0
O15047,Q01130,0
P63162,Q9NXG2,0
Q07955,Q13243,1
Q8IWZ8,Q9NXG2,0
P08621,Q12872,0
Q8IX01,Q9H0L4,0
P47974,Q969L4,0
Q07955,Q13243,1
P79522,Q14493,0
Q8NDT2,Q8WXA9,0
O15504,Q53GL7,0
O95218,P26651,0
Q05519,Q13242,1
Q07955,Q13243,1
Q15397,Q7Z2W4,1
Q05519,Q13242,1
Q8WXF0,Q9H9Z2,1
Q15397,Q9BYG3,1
P04406,Q460N5,0
Q07955,Q8N5P1,1
P84103,Q8WXF0,1
P63162,Q9NR90,0
Q13064,Q86SG3,0
Q96K80,Q9BYG3,1
Q9BYG3,Q9Y2T7,1
Q05519,Q08170,1
O15047,Q9NQZ3,0
P79522,Q8N5P1,1
Q07955,Q9BYG3,1
Q15397,Q9BWF3,1
P09012,P63162,1
P84103,Q08170,1
O95104,Q9UPT8,0
Q07955,Q13243,1
Q8N6W0,Q9H9Z2,0
P08621,Q9NQS3,0
P10155,Q4VXU2,0
Q86U42,Q99973,0
Q7Z2W4,Q9BYG3,1
Q15397,Q9H9Z2,1
Q13243,Q9H9Z2,1
O75494,Q96PK6,0
P09012,Q16629,0
O95319,Q9UPS6,0
Q15397,Q96K80,1
Q969L4,Q9GZT3,0
O14979,Q8WXA9,0
Q8N5P1,Q969L4,0
P57052,Q16629,0
P41214,Q4VXU2,0
P04406,P21399,0
O75152,P84103,1
Q13243,Q9H9Z2,1
Q05519,Q08170,1
P10155,P84103,1
Q15397,Q7Z2W4,1
Q05519,Q8WU68,0
Q86U06,Q9GZT3,0
Q14493,Q8NDT2,0
P47974,Q9H0J9,0
O43251,P0DJD3,0
O43251,Q96J87,0
O75152,Q05519,0
P21399,Q96PK6,0
P52597,Q96K80,0
Q7Z2W4,Q9BYG3,1
O75152,Q460N5,0
Q15397,Q9BWF3,1
Q13243,Q96K80,1
O75152,Q8N5P1,0
Q07955,Q9BYG3,1
O14979,Q6ZN04,0
P57052,Q07955,0
P48200,Q86V81,1
O15541,Q6ZN04,0
Q8N5P1,Q9H9Z2,1
P08621,P09012,1
A6NDE4,Q13064,0
Q07955,Q8N5P1,1
O75494,P63162,0
Q07955,Q7Z2W4,1
P09651,P52597,0
P10155,P84103,1
Q15397,Q7Z2W4,1
P48200,Q53GL7,0
Q8N5P1,Q9NXG2,1
Q8N5P1,Q9NXG2,1
Q9BYG3,Q9H9Z2,1
Q13243,Q15397,1
Q8IX01,Q9BX46,0
P47974,Q16629,0
Q8N5P1,Q9Y2T7,1
Q9BYG3,Q9H9Z2,1
P09012,Q8WXA9,0
Q4VXU2,Q9NWB1,0
P08621,Q9NXG2,0
P60484,Q08170,0
O75152,Q12872,0
Q4VXU2,Q8N6W0,0
Q9UNW9,Q9UPS6,0
P08621,Q08170,0
Q9BYG3,Q9H9Z2,1
Q13243,Q9BYG3,1
P09012,Q8N2M8,0
Q07955,Q7Z2W4,1
Q08170,Q96K80,1
Q15397,Q9BYG3,1
P84103,Q15397,1
O95218,Q86TM3,0
Q8IWZ8,Q9NQZ3,0
O60812,O75152,1
P55795,Q8WXA9,0
Q08170,Q16600,0
Q01130,Q9H361,0
P48200,Q86V81,1
Q05519,Q13242,1
O60812,Q96K80,1
Q13242,Q96QC0,0
Q07955,Q8N5P1,1
Q7Z2W4,Q8WXF0,0
P10155,Q460N5,0
P08621,P09012,1
Q8IWZ8,Q8WU68,0
P79522,Q8N5P1,1
O75152,P84103,1
O14979,Q460N5,0
P57052,Q01130,0
Q07955,Q9BYG3,1
Q96J87,Q9BRA0,0
Q15397,Q9BWF3,1
O15541,Q9BRA0,0
O95319,P47974,0
P10155,Q7Z2W4,0
P08621,Q8WXF0,1
Q9H9Z2,Q9NXG2,1
Q8WVV9,Q92879,0
P0DJD3,Q08170,0
P0DJD3,Q9BYG3,0
Q8N5P1,Q9NXG2,1
O15541,Q92879,0
Q86TM3,Q99973,0
Q07955,Q7Z2W4,1
P79522,Q15415,0
Q07955,Q15397,1
Q05519,Q8WXF0,1
Q8NDT2,Q9Y4F3,0
Q8WVV9,Q96PK6,0
Q05519,Q08170,1
Q8WXF0,Q9BZC1,0
P08621,P09012,1
Q8WU68,Q99973,0
P09012,Q13117,0
Q08170,Q8WXF0,1
P08621,P09012,1
P26368,Q9NQZ3,0
Q01130,Q96QC0,0
Q8WXF0,Q9H9Z2,1
Q8IWZ8,Q8WVV9,0
Q8N5P1,Q9Y2T7,1
Q7Z2W4,Q9BYG3,1
P26368,Q8IWZ8,0
P26368,Q5SZQ8,0
Q13247,Q9BX46,0
P10155,P84103,1
Q15397,Q9BWF3,1
Q8N5P1,Q96J87,0
Q8N5P1,Q9NXG2,1
Q07955,Q15397,1
O75152,Q14151,1
P09012,Q9NR90,0
O15042,Q9NXG2,0
P79522,Q7Z2W4,1
P48200,Q12872,0
Q15397,Q9BWF3,1
P84103,Q15397,1
P09012,P63162,1
P55795,Q86U42,0
O60812,P41214,0
Q07955,Q13243,1
P21399,Q13242,0
P09651,Q9BWF3,0
O43251,P60484,0
Q13243,Q7Z2W4,1
Q8N5P1,Q9H9Z2,1
Q15397,Q9BWF3,1
Q13243,Q9BYG3,1
P26651,Q15397,0
Q9BYG3,Q9H9Z2,1
P79522,Q8N5P1,1
P04406,Q86U42,0
Q16587,Q9NQS3,0
Q15397,Q9H9Z2,1
P84103,Q08170,1
P41214,Q7Z2W4,0
Q07955,Q9BTD8,0
O60812,Q96K80,1
Q07955,Q15397,1
P09651,Q9NWB1,0
Q9BRA0,Q9GZT3,0
Q12872,Q8NDT2,0
Q15397,Q7Z2W4,1
O75152,P84103,1
P60484,Q8WXF0,0
Q53GL7,Q9BWF3,0
Q8N5P1,Q9H9Z2,1
Q8NDT2,Q9NR90,0
O15042,P63162,0
P08621,Q8WXF0,1
Q8N5P1,Q9NXG2,1
O60812,Q9BRA0,0
Q16629,Q9H361,0
Q7Z2W4,Q9BYG3,1
P84103,Q8WXF0,1
P08621,P63162,1
Q15397,Q9H9Z2,1
O75494,P10155,0
Q9BX46,Q9NXG2,0
Q07955,Q8N5P1,1
Q13243,Q96K80,1
Q96K80,Q9BYG3,1
O75152,P84103,1
Q05519,Q8WXF0,1
P41214,Q86SG3,0
Q8N5P1,Q9NXG2,1
Q15397,Q7Z2W4,1
Q7Z2W4,Q96K80,1
Q8N6W0,Q9NR90,0
O95218,Q15365,0
P84103,Q08170,1
Q8N5P1,Q9H0L4,0
Q53GL7,Q8WXF0,0
Q14493,Q8IWZ8,0
Q12872,Q53GL7,0
O95319,Q13247,0
Q15415,Q9BWF3,0
Q05519,Q8WXF0,1
Q92879,Q9H0L4,0
Q15397,Q9BWF3,1
Q07955,Q7Z2W4,1
Q13243,Q7Z2W4,1
Q9BZC1,Q9H361,0
Q13243,Q86TM3,0
P84103,Q8WXF0,1
Q13243,Q9H9Z2,1
Q13243,Q9BYG3,1
O95218,Q9Y4F3,0
Q07955,Q8N5P1,1
P08621,P63162,1
P26368,Q8IX01,0
Q15397,Q9H9Z2,1
Q8IWZ8,Q92879,0
Q16587,Q9Y4F3,0
P84103,Q08170,1
O60812,Q96K80,1
P26651,Q7Z2W4,0
Q13064,Q14151,0
Q86TM3,Q9H9Z2,0
Q12872,Q9NXG2,0
Q8WVV9,Q9NR90,0
Q8IWZ8,Q9Y2T7,0
Q53GL7,Q96J87,0
O14979,P57052,0
O60812,Q86V81,0
P08621,Q8WXF0,1
Q16629,Q86SG3,0
P84103,Q08170,1
Q9BZC1,Q9NR90,0
O75494,P09012,0
Q13243,Q9H9Z2,1
Q07955,Q8N5P1,1
Q07955,Q8N5P1,1
P09651,Q13064,0
Q13243,Q96K80,1
Q08170,Q8WXF0,1
P10155,Q53GL7,0
O95758,Q8IWZ8,0
P08621,P63162,1
P04406,Q14151,0
P60484,P63162,0
Q05519,Q8WXF0,1
Q13243,Q96QC0,0
O60812,O75152,1
P21399,Q86SG3,0
Q16600,Q16629,0
P08621,P63162,1
O95218,Q7Z2T5,0
Q8WXF0,Q9H9Z2,1
O75152,Q14151,1
P55795,P79522,0
O60812,O75152,1
Q13243,Q15397,1
Q08170,Q9Y2T7,1
Q13243,Q96K80,1
P47974,Q53GL7,0
O14979,Q92945,0
P0DJD3,Q9GZT3,0
Q07955,Q7Z2W4,1
P10155,Q96PK6,0
Q9BYG3,Q9Y2T7,1
P98179,Q8WU68,0
Q9NQS3,Q9NR90,0
O75152,Q14151,1
Q15397,Q7Z2W4,1
Q7Z2W4,Q96K80,1
Q8IWZ8,Q8N2M8,0
P09012,P63162,1
Q15397,Q96K80,1
P10155,P84103,1
P60484,Q9UPT8,0
Q99973,Q9NWB1,0
Q07955,Q7Z2W4,1
P0DJD3,Q9BRL6,0
Q9BTD8,Q9UPN6,0
Q15397,Q7Z2W4,1
Q7Z2W4,Q96K80,1
Q8WXA9,Q9BZC1,0
Q13117,Q8IX01,0
O15504,Q9UPS6,0
Q07955,Q7Z2W4,1
P08621,Q8WXF0,1
O15042,P60484,0
Q15397,Q9BWF3,1
Q13243,Q96K80,1
P21399,Q9BX46,0
P04406,Q16587,0
Q86TM3,Q9UPN6,0
Q05519,Q13242,1
P84103,Q8WXF0,1
Q05519,Q8WXF0,1
Q07955,Q15397,1
Q15397,Q9H9Z2,1
Q13243,Q15397,1
Q07955,Q13243,1
Q07955,Q15397,1
Q8N5P1,Q9NXG2,1
O15541,Q8WXF0,0
Q13242,Q9BRA0,0
P0DJD3,Q86U06,0
Q7Z2W4,Q9BYG3,1
P41214,Q8WU68,0
P41214,P52597,0
Q8N5P1,Q9Y2T7,1
Q7Z2T5,Q86U06,0
O15047,P60484,0
P47974,Q8WVV9,0
Q07955,Q7Z2W4,1
P09012,P63162,1
O60812,Q96K80,1
Q13117,Q9BX46,0
P98179,Q13242,0
P79522,Q7Z2W4,1
Q86SG3,Q9BRA0,0
O95758,Q99973,0
Q13247,Q8IWZ8,0
Q13243,Q7Z2W4,1
Q13243,Q9Y2T7,0
Q7Z2W4,Q9H9Z2,1
O15047,O95104,0
Q07955,Q8N5P1,1
Q05519,Q8WXF0,1
P48200,Q15397,0
Q13243,Q15397,1
Q07955,Q8N5P1,1
O14979,P41214,0
P57052,Q9NWB1,0
Q9H9Z2,Q9NXG2,1
O15047,P09012,0
Q07955,Q7Z2W4,1
Q13243,Q9H9Z2,1
O60812,O75152,1
Q7Z2W4,Q8N5P1,0
P84103,Q15397,1
P04406,Q969L4,0
Q8N2M8,Q9UPS6,0
Q9BYG3,Q9Y2T7,1
Q15397,Q9BYG3,1
O75152,Q9UPS6,0
Q14493,Q8IX01,0
O15504,Q86U42,0
Q07955,Q86U06,0
P79522,Q8N5P1,1
Q8N5P1,Q9H9Z2,1
Q4VXU2,Q9BYG3,0
Q15397,Q8WVV9,0
Q86SG3,Q9BZC1,0
Q05519,Q08170,1
P08621,Q86U06,0
P26368,Q07955,0
Q7Z2W4,Q9H9Z2,1
O95319,Q9GZT3,0
O15504,Q8IX01,0
Q8WU68,Q9UPS6,0
Q13243,Q15397,1
Q86U42,Q9BWF3,0
P26368,Q8N5P1,0
Q86SG3,Q9H361,0
O95104,Q9H9Z2,0
Q05519,Q8WXF0,1
O95319,Q13242,0
Q13243,Q96K80,1
P48200,Q9H9Z2,1
Q96PK6,Q9BX46,0
Q13243,Q7Z2W4,1
P10155,Q8N2M8,0
P09012,P63162,1
Q08170,Q13243,1
Q08170,Q9Y2T7,1
Q05519,Q08170,1
P63162,Q969L4,0
P09012,Q92879,0
O60812,Q96K80,1
Q6ZN04,Q86U42,0
Q07955,Q15397,1
O75152,P84103,1
P26368,Q16600,0
Q13243,Q15397,1
Q07955,Q8N5P1,1
Q9BYG3,Q9H9Z2,1
P52597,Q4VXU2,0
Q08170,Q96K80,1
Q15397,Q96K80,1
Q9H9Z2,Q9NXG2,1
Q15397,Q8N6W0,0
Q07955,Q8N5P1,1
Q96J87,Q9NR90,0
Q15397,Q96K80,1
P08621,P63162,1
O15541,Q01130,0
P98179,Q13247,0
Q13243,Q9GZT3,0
Q9BRA0,Q9Y4F3,0
Q13243,Q15397,1
Q13243,Q7Z2W4,1
P98179,Q15365,0
Q08170,Q9Y2T7,1
Q99973,Q9NQZ3,0
Q96PK6,Q9Y2T7,0
P09012,P63162,1
Q05519,Q08170,1
P04406,Q13243,0
P57052,Q9BRA0,0
P09651,Q86U42,0
P09012,Q07955,0
P09012,P63162,1
P09012,Q9NWB1,0
